id,created,subject,posts_count,forum_id,
1392,2017-01-01 02:24:11.439259 +07:00,Hello from azerbaijan,1,127,
1090,2016-12-27 10:46:11.863572 +07:00,"Hello from North Carolina, USA",4,127,
954,2016-12-25 09:46:06.349012 +07:00,Using digital technology securely - Part 2,1,144,
56,2016-12-18 02:40:38.876000 +07:00,Formatting Guide,3,127,
2035,2017-01-17 14:33:55.410576 +07:00,Rugular physical exercises are necessary to maintain our body fitness.,1,83,
4830,2017-04-11 01:32:45.911191 +07:00,"Help me fill in the blanks in my equation, please.",15,14,
3686,2017-03-09 06:52:59.235955 +07:00,办朴茨茅斯大学UoP毕业证文凭|Q/微869520616|英国学历认证|英国文凭|英国成绩单University of Portsmouth,1,144,
4306,2017-03-21 12:18:03.179884 +07:00,【美国Alabama毕业证】Q/微信834065630办理美国阿拉巴马大学毕业证Alabama文凭成绩单学历认证,1,144,
865,2016-12-23 22:21:49.553406 +07:00,Solar Panels,10,32,
1044,2016-12-27 01:22:36.181452 +07:00,[Cross Post] SBE - Service Based Economy,2,144,
4868,2017-04-12 14:38:45.185545 +07:00,"BUY HIGH QUALITY REAL/FAKE PASSPORTS,DRIVERS LICENSE,ID CARDS,Counterfeits Bank notes Etc",1,144,
2038,2017-01-17 15:53:12.011859 +07:00,America 中国分部/America China division,6,14,
2532,2017-01-31 17:21:53.759652 +07:00,"Hello From Toowoomba, Queensland, Australia!",4,127,
987,2016-12-26 02:28:47.021499 +07:00,I found a good place for america,2,144,
1490,2017-01-03 04:58:04.072884 +07:00,Hello From Iran,2,127,
977,2016-12-25 23:00:54.374028 +07:00,quakes,2,15,
1095,2016-12-27 16:34:49.280809 +07:00,citizens data base,5,14,
1116,2016-12-27 22:12:59.861148 +07:00,info,2,144,
4396,2017-03-21 14:10:57.467361 +07:00,How to protect America against plagiarism?,2,144,
2951,2017-02-24 08:56:37.717021 +07:00,Man's search for Meaning: by Viktor Frankl,1,101,
1938,2017-01-14 17:09:56.336750 +07:00,Qualifications,2,78,
910,2016-12-24 12:27:30.806843 +07:00,My crazy idea,4,32,
843,2016-12-23 14:09:57.061033 +07:00,America ..plans to be a private space company?,5,14,
386,2016-12-21 05:12:24.351555 +07:00,Some ideas,2,11,
2607,2017-02-04 16:12:20.945612 +07:00,plastics in sea,10,15,
953,2016-12-25 09:45:18.017735 +07:00,Using digital technology securely,11,82,
4959,2017-04-20 12:36:52.042504 +07:00,This weekend is the best time to watch the Lyrid meteor shower,1,148,
1515,2017-01-03 20:34:56.069866 +07:00,Is space real?,6,14,
1351,2016-12-30 20:52:01.358567 +07:00,Good luck America.space,1,127,
915,2016-12-24 13:34:33.813073 +07:00,agricultural and food science,2,30,
933,2016-12-24 23:59:47.446743 +07:00,Forum link button inactive,2,12,
2507,2017-01-30 11:51:54.638722 +07:00,The Future of Music,8,96,
317,2016-12-21 03:07:30.485086 +07:00,Naming of defence institutions,17,82,
1185,2016-12-28 10:54:07.844936 +07:00,Hello! from Mexico,3,127,
2649,2017-02-07 05:43:23.523388 +07:00,Whats more Important,4,14,
2196,2017-01-20 04:31:54.532761 +07:00,Does TIME exists?,28,99,
788,2016-12-23 06:00:52.105604 +07:00,Hello form Taiwan 🇹🇼 來自台灣的捧油們，大家好！,2,127,
3782,2017-03-11 09:29:33.410871 +07:00,"American's lunch items to know from different countries, veg /non-veg.",1,14,
2542,2017-02-01 05:35:38.816430 +07:00,Corruption,2,14,
1523,2017-01-03 23:47:21.724273 +07:00,Hello from Brazil and South America,2,127,
2008,2017-01-16 19:35:31.299524 +07:00,Skill development,1,78,
4688,2017-04-03 22:43:00.776878 +07:00,"Buy and obtain your real and fake Passport ,Visa,Driving License,ID CARDS,marriage certificates,diplomas etc",2,144,
413,2016-12-21 06:49:48.672872 +07:00,"Salutations from Peoria, IL, US",2,127,
4988,2017-04-24 20:16:17.155996 +07:00,May 8th Meeting in Montreal - Attendance List,5,14,
1947,2017-01-15 02:47:52.184670 +07:00,¡Hola amigos de America!,2,127,
1824,2017-01-11 11:47:58.237206 +07:00,When to build our first space ship?,2,15,
1766,2017-01-10 03:06:16.259341 +07:00,Non-aggression commitment with nations of Earth,33,82,
1631,2017-01-06 04:43:02.640786 +07:00,Zoologics and you.,5,30,
1396,2017-01-01 03:59:18.520137 +07:00,Unable to Open Topic,1,12,
1773,2017-01-10 06:25:23.721785 +07:00,Request,3,11,
3074,2017-03-05 21:59:22.518573 +07:00,"Ambien. Xanax, Tramadol, Codeine, Fioricet etc.",2,144,
4734,2017-04-05 02:08:04.620711 +07:00,"Gratisprover ..... köpa äkta falska pengar euro, dollar och pund!",2,144,
490,2016-12-21 13:11:21.481499 +07:00,Tosh.0  Ever wanted your candy to be different?,2,128,
1029,2016-12-26 20:56:03.449425 +07:00,Where are the spaceships!?,2,14,
791,2016-12-23 06:27:30.838596 +07:00,Greetings to all my new found brothers and sisters from New Brunswick Canada,2,127,
859,2016-12-23 20:27:55.361091 +07:00,Im not keen on this new format?,2,14,
2348,2017-01-23 20:34:53.743391 +07:00,"Hello From Chile, Hola desde Chile",2,127,
1222,2016-12-28 22:33:50.152211 +07:00,"AMERICAN...BUZZ LIGHT YEAR,,,",2,128,
1163,2016-12-28 04:45:53.079736 +07:00,some of my works,19,97,
957,2016-12-25 10:27:59.354807 +07:00,Hello from Argentina!,1,127,
834,2016-12-23 13:12:59.602068 +07:00,American skillset DB,6,14,
1474,2017-01-02 22:40:32.837436 +07:00,America ccTLD? (country domain),2,14,
104,2016-12-18 10:44:07.320000 +07:00,Welcome to Traditional Art!,1,94,
589,2016-12-21 22:46:27.881106 +07:00,America University,39,78,
1160,2016-12-28 04:11:08.105613 +07:00,Greetings from Turkey!,21,127,
3527,2017-03-08 06:27:09.977286 +07:00,昆士兰大学毕业证Q/微86614733办理UQ毕业证成绩单#澳洲UQ教育部认证#昆士兰大学学历学位认证University of Queensland,1,144,
1008,2016-12-26 08:28:25.009890 +07:00,Are we going to actually live in space?,5,14,
1229,2016-12-28 23:30:59.159044 +07:00,Hello from Spain,1,127,
3337,2017-03-07 15:52:57.953458 +07:00,卡尔顿大学毕业证成绩单办理卡尔顿大学文凭办理加拿大大学文凭学历认证Q微786161891,1,144,
2440,2017-01-25 19:42:21.166301 +07:00,A Self-Sufficient City as a whole University,3,22,
305,2016-12-21 02:55:11.089259 +07:00,Hello from Australia,11,127,
4450,2017-03-22 23:00:25.424924 +07:00,Feature Request: underline,7,11,
1527,2017-01-04 00:51:48.784828 +07:00,Hi,2,127,
2650,2017-02-07 06:06:40.216827 +07:00,Hi this is Gonenc from Turkey.,2,127,
2210,2017-01-20 09:19:56.966448 +07:00,Digital Collage,1,95,
1754,2017-01-09 20:43:19.327937 +07:00,Introduce Yourself,10,30,
3429,2017-03-07 17:23:46.552368 +07:00,英国LSBU毕业证Q/微信834065630办英国伦敦南岸大学毕业证LSBU文凭成绩单学历认证 London South Bank University,1,144,
1968,2017-01-15 13:58:29.740727 +07:00,Psychology in space,2,31,
262,2016-12-21 01:50:44.835151 +07:00,Introductions and Staff,3,20,
811,2016-12-23 12:09:27.312881 +07:00,Please delete,3,144,
3684,2017-03-09 06:50:35.857546 +07:00,办林肯大学毕业证文凭|Q/微869520616|英国学历认证|英国文凭|英国成绩单University of Lincoln,1,144,
1266,2016-12-29 07:41:55.091769 +07:00,Hello from Latvia,1,127,
378,2016-12-21 04:46:39.315329 +07:00,"Hi  , American",1,127,
243,2016-12-20 22:34:03.062767 +07:00,Welcome to the Resource Acquisition and Management forum,2,86,
1306,2016-12-30 00:31:54.628549 +07:00,What do you think about that? ,),1,15
4397,2017-03-21 17:02:50.104758 +07:00,The gender ratio on the main site,4,12,
4448,2017-03-22 20:33:35.709382 +07:00,About the questionnaire dated March 22,10,14,
2431,2017-01-25 01:19:30.355179 +07:00,New terrorist group: they MUST be stopped from entering America!,9,25,
2786,2017-02-21 20:27:14.166026 +07:00,First 100k,10,14,
1333,2016-12-30 11:18:19.133473 +07:00,Greetings from the PHILIPPINES!,2,127,
3967,2017-03-16 01:22:16.216752 +07:00,"OBTAIN OR BUY HIGH QUALITY FAKE PASSPORT, ID CARDS , DRIVERS LICENSE ONLINE AND DIPLOMATIC FALSE ID CARD deltonmicheal@gmail.com whatsapp +23795599204",2,144,
2441,2017-01-25 19:58:55.881452 +07:00,Hello from Uk,2,127,
968,2016-12-25 16:56:23.871637 +07:00,Merry science everybody,3,128,
547,2016-12-21 18:37:31.453021 +07:00,Theoretical Approach,1,77,
1960,2017-01-15 07:14:24.466018 +07:00,America TLD,1,144,
1246,2016-12-29 01:54:06.839866 +07:00,los militares en america,3,82,
4398,2017-03-21 18:29:33.212189 +07:00,New look critique,4,11,
1783,2017-01-10 17:18:02.482718 +07:00,WHO IS UP FOR A CONTEST?!!! LET YOUR VOICE BE HEARD!,2,14,
229,2016-12-20 22:19:05.909369 +07:00,Welcome to the Ministry of Safety and Security,1,81,
1084,2016-12-27 09:45:34.580759 +07:00,When can i take my America Certificate ???,2,11,
1625,2017-01-06 03:24:04.306162 +07:00,Absorbtion vs Creation of educated youth,1,78,
2100,2017-01-19 04:48:01.827116 +07:00,Hello Americans from Earth! (Aus),2,127,
1884,2017-01-13 00:36:21.951698 +07:00,COMUNIDAD HISPÁNICA,2,144,
295,2016-12-21 02:28:40.980200 +07:00,A Game for America,47,128,
1854,2017-01-12 13:36:57.782400 +07:00,Emergencies and conscription- your thoughts?,6,82,
1009,2016-12-26 09:26:01.025966 +07:00,"Hello from Taiwan (or Chinese Taipei, R.O.C))",1,127,
2048,2017-01-17 19:17:49.447498 +07:00,Loan offer,2,144,
620,2016-12-22 00:17:03.319920 +07:00,Recent posts?,10,11,
2723,2017-02-14 04:18:48.253151 +07:00,web-site security,2,12,
1957,2017-01-15 07:06:03.490178 +07:00,Legislation for robotics and AI rights,2,26,
969,2016-12-25 17:45:40.732464 +07:00,What is your religion/belief/faith?,36,103,
3958,2017-03-16 01:17:28.010994 +07:00,"Buy registered passports,Driver license,ID cards deltonmicheal@gmail.com whatsapp +23795599204",2,144,
1805,2017-01-11 02:23:01.727845 +07:00,G'day...many Aussies here?,3,127,
1656,2017-01-06 18:41:00.288417 +07:00,BANNED MEMBERS LIST,2,93,
1130,2016-12-27 22:36:30.216828 +07:00,info,2,11,
1356,2016-12-30 23:26:27.942545 +07:00,[PRIORITY] Short Form - Translation - English to Turksih,2,126,
1596,2017-01-05 16:21:02.434813 +07:00,Is America Real?,3,14,
1174,2016-12-28 06:34:46.240706 +07:00,You do not have my language from Brazil.,2,12,
1980,2017-01-16 03:27:24.187646 +07:00,My suggestions.,1,34,
2153,2017-01-19 20:39:46.164852 +07:00,Hello from Mexico✨,2,127,
1885,2017-01-13 00:37:18.503847 +07:00,COMUNIDAD HISPÁNICA,2,144,
1464,2017-01-02 17:00:15.465362 +07:00,non-profit,3,72,
218,2016-12-20 22:00:12.068302 +07:00,Welcome to the Space Law forum.,1,133,
4533,2017-03-26 16:14:50.438437 +07:00,论坛变软件,1,11,
2498,2017-01-29 20:58:43.056417 +07:00,Bio-Systems Laboratory aimed at studying how to colonize outer space. / multidisciplinary research,1,104,
1000,2016-12-26 05:27:36.969351 +07:00,Greetings from Argentina!,6,127,
3914,2017-03-13 17:47:47.041272 +07:00,CHRONICLES - The International Astronautical Congress heads to Australia,5,9,
3780,2017-03-11 09:24:47.373911 +07:00,"American's lunch items to know from different countries, veg /non-veg.",1,144,
2805,2017-02-22 06:11:49.514860 +07:00,"Buy Real/Fake Passports,Drivers license,ID cards, etc..( uniquedocuments@hotmail.com",2,144,
873,2016-12-23 22:48:23.291595 +07:00,Rules of the Policy and Scope Section,1,24,
1376,2016-12-31 16:05:33.270927 +07:00,Happy New Year!,4,128,
1032,2016-12-26 21:51:00.625742 +07:00,Praise me for the leadership to see,1,127,
1059,2016-12-27 03:45:55.031428 +07:00,"Hello, from China",1,127,
1886,2017-01-13 00:37:50.126964 +07:00,COMUNIDAD HISPÁNICA,2,144,
1489,2017-01-03 04:38:18.027289 +07:00,Flags.,1,17,
883,2016-12-24 01:38:35.346127 +07:00,Does everything is material?,13,29,
334,2016-12-21 03:33:07.505119 +07:00,Missing country,3,11,
1049,2016-12-27 02:31:07.999231 +07:00,Where is the forum for Engineers?,2,14,
2880,2017-02-22 20:51:49.308794 +07:00,Spammer on the Site,32,12,
1710,2017-01-08 19:22:18.940315 +07:00,Infrastructure and accommodation,29,72,
1094,2016-12-27 16:24:47.124290 +07:00,Forum - Dark Theme,2,14,
1228,2016-12-28 23:30:04.223140 +07:00,Robot !!!,2,15,
1123,2016-12-27 22:28:37.769495 +07:00,info,2,144,
1139,2016-12-28 00:07:09.441911 +07:00,Hello from Croatia !,3,127,
1657,2017-01-06 19:01:36.598410 +07:00,"Hello from Shanghai,China",3,127,
1083,2016-12-27 09:15:47.730836 +07:00,how can i delete my redundent reply?,2,11,
4797,2017-04-08 03:08:38.434494 +07:00,Civic.America Promotion!,4,9,
655,2016-12-22 04:58:03.107317 +07:00,What equipment do you use?,6,97,
1948,2017-01-15 03:08:22.305739 +07:00,DIY Technology,4,104,
2357,2017-01-23 23:37:57.581494 +07:00,Satellite signal noise and intereference removal,1,22,
1413,2017-01-01 15:55:34.056705 +07:00,health-stations,1,134,
1961,2017-01-15 07:14:37.328546 +07:00,America TLD,1,144,
2901,2017-02-23 07:19:43.593824 +07:00,Digital Art Question,4,95,
2260,2017-01-21 03:59:09.034606 +07:00,welcome to real world,2,127,
1125,2016-12-27 22:31:51.887846 +07:00,Embassy in the Italian territory,2,144,
508,2016-12-21 14:31:56.601808 +07:00,"Hello from Roatan, Honduras",1,127,
2724,2017-02-14 05:59:08.475559 +07:00,ICQ:674222996 Sell Good Fresh CCV (US UK CA AU EU)..........,2,144,
2609,2017-02-04 16:51:09.736464 +07:00,peace and love to all my fellow Americans,5,144,
1274,2016-12-29 10:32:28.345653 +07:00,Ministérios novos,1,14,
1402,2017-01-01 07:08:17.578181 +07:00,Happy new year all brothers and sisters!,1,127,
1186,2016-12-28 11:15:50.324551 +07:00,Daluton el argentina,1,127,
448,2016-12-21 08:52:15.061494 +07:00,America: An Interest in the field of Botany,19,30,
1041,2016-12-27 00:50:13.435314 +07:00,The Moon is a Harsh Mistress / Starship Troopers,4,101,
1353,2016-12-30 22:16:31.673508 +07:00,Cash Free Society,19,71,
1555,2017-01-04 18:21:44.937274 +07:00,Voting system proposal: Single Transferable Vote (STV),1,88,
3111,2017-03-07 09:22:00.710847 +07:00,澳洲RMIT毕业证Q/微信834065630办皇家墨尔本理工大学毕业证RMIT文凭成绩单学历认证 RMIT University,2,144,
3084,2017-03-06 07:33:37.746327 +07:00,"Sell Cvv , WU Transfer , Paypal , Dumps , Track 1/2 , Bank Login ...",2,144,
1551,2017-01-04 16:10:12.995093 +07:00,On Religion - A Personal Take (Sur Religio),2,14,
1702,2017-01-08 10:34:23.389757 +07:00,Available to be purchased by Owner,2,144,
2182,2017-01-20 02:11:55.572447 +07:00,Vintage computing,9,128,
1874,2017-01-12 20:19:24.602653 +07:00,Feedback about translations,6,126,
4691,2017-04-03 23:12:03.623683 +07:00,Invite 10 friends,5,15,
2562,2017-02-02 03:27:48.275977 +07:00,Special Committee: America Mobile Application Development - Community Input,1,9,
2104,2017-01-19 05:29:55.424245 +07:00,Supporting education now!,1,89,
1477,2017-01-03 00:11:11.486269 +07:00,America budget,3,14,
4898,2017-04-15 15:04:42.413414 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online",1,144,
880,2016-12-24 00:27:54.184001 +07:00,Healthcare,13,89,
1663,2017-01-06 21:14:03.960916 +07:00,Eugenetics,9,30,
1071,2016-12-27 06:06:37.176089 +07:00,movies,17,128,
137,2016-12-19 02:08:16.838000 +07:00,Welcome to the Physical Sciences Forum,1,29,
4595,2017-03-29 23:59:40.258443 +07:00,Alll Love Egypt ?,2,127,
789,2016-12-23 06:08:13.615530 +07:00,Welfare?,14,89,
2787,2017-02-21 20:33:10.900466 +07:00,We already decided?,4,14,
1917,2017-01-13 20:14:36.660417 +07:00,Cooperative Tasks and Open School of Knowledge,2,14,
1522,2017-01-03 22:59:46.920473 +07:00,Administrative affairs: STANDARDS,6,88,
1031,2016-12-26 21:21:13.321444 +07:00,DataBank,4,14,
1438,2017-01-02 01:01:23.331350 +07:00,citizenship question,5,34,
338,2016-12-21 03:41:18.253886 +07:00,POLSKA America (POLAND America),5,127,
135,2016-12-19 02:02:05.258000 +07:00,Welcome to the Constitution Forum,1,132,
2468,2017-01-27 19:48:01.258891 +07:00,Hello from Shanghai China,2,127,
3757,2017-03-09 19:03:52.966484 +07:00,Phicksur here with today's headlines (March 9th edition),7,14,
202,2016-12-20 10:04:57.393759 +07:00,POST HERE IF YOU ARE CHAPTER STAFF AND DO NOT HAVE PERMISSIONS,7,92,
2751,2017-02-17 01:35:47.663928 +07:00,VOA - Live Party!,4,14,
2285,2017-01-22 00:28:17.556684 +07:00,2017-01-20 Congratulations on Inauguration translations + Decree No.1,4,126,
1606,2017-01-05 22:08:21.442585 +07:00,Beyler bizden var mı?,6,15,
1998,2017-01-16 13:48:51.130789 +07:00,Indoor games are useful than outdoor games for children.,3,83,
1878,2017-01-12 23:19:30.613808 +07:00,Quantum Physics,2,15,
1735,2017-01-09 10:30:32.329269 +07:00,Education,3,78,
1528,2017-01-04 00:53:46.368066 +07:00,please add a tag american ability,1,11,
1386,2016-12-31 22:39:46.068927 +07:00,Happy Year 0?!,1,14,
1110,2016-12-27 21:08:55.328355 +07:00,Life and Understanding Classes,7,78,
5168,2017-04-30 16:22:02.438311 +07:00,"BUY REGISTERED PASSPORTS,VISAS,DRIVERS LICENSE(legaldocument@yahoo.com)",1,144,
2049,2017-01-17 19:20:22.296595 +07:00,Loan offer,2,144,
1716,2017-01-08 23:27:18.577281 +07:00,Should America follow a faction system ?,8,14,
909,2016-12-24 12:10:38.186339 +07:00,Merry chrismass. Today was what welfare?,3,89,
1400,2017-01-01 05:58:22.055380 +07:00,"Greetings, America",2,127,
2469,2017-01-27 20:35:00.781275 +07:00,Vienna,1,14,
757,2016-12-23 00:46:51.956592 +07:00,Journalism in America,4,21,
1749,2017-01-09 18:00:28.417661 +07:00,Hello From Ukraine,2,127,
4899,2017-04-15 15:05:04.088390 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online",1,144,
4832,2017-04-11 03:36:46.905875 +07:00,Space Food for the Next Generation.,12,30,
1748,2017-01-09 16:41:21.987194 +07:00,Hello from japan,8,127,
2671,2017-02-08 19:41:33.238727 +07:00,out of darkness cometh light.....,2,127,
1064,2016-12-27 04:11:27.601293 +07:00,Sticky Post Bug,1,12,
1280,2016-12-29 12:57:09.797076 +07:00,America is a spiritual country,4,14,
242,2016-12-20 22:32:34.570357 +07:00,Welcome to the Ministry of Equity and Resources,1,85,
1232,2016-12-29 00:09:57.186843 +07:00,Obuchenie,2,78,
2213,2017-01-20 11:05:06.503491 +07:00,Video conference?,2,104,
2509,2017-01-30 12:21:19.616683 +07:00,America economy,1,14,
1561,2017-01-04 21:31:47.026813 +07:00,STARSHIP-info,3,128,
4535,2017-03-26 19:12:35.265841 +07:00,Something came out of the black hole!,5,14,
1887,2017-01-13 00:38:35.207431 +07:00,COMUNIDAD HISPÁNICA,2,144,
4735,2017-04-05 02:15:12.662938 +07:00,"Muestras gratis ..... Comprar dinero auténtico falsa Euros, dólares y libras!",2,144,
1736,2017-01-09 10:56:23.923873 +07:00,American education about Sexuality and Gender,10,78,
2612,2017-02-04 18:32:30.710403 +07:00,America anthem,3,14,
1512,2017-01-03 19:03:57.976307 +07:00,What date format should we use?,10,14,
955,2016-12-25 09:46:18.863779 +07:00,Are there people living in China?,12,14,
1249,2016-12-29 02:01:45.376745 +07:00,America: Breeze Simulation,2,32,
2998,2017-02-28 00:09:59.506129 +07:00,Who are among the first 100k? What are their superpowers?,8,14,
4693,2017-04-03 23:24:44.949987 +07:00,Volunteer Openings Available,4,9,
1777,2017-01-10 10:18:36.594068 +07:00,Hello!,2,127,
1063,2016-12-27 04:08:14.115943 +07:00,Facebook,3,14,
1535,2017-01-04 03:56:52.981451 +07:00,Asgaurdia satellite,2,14,
300,2016-12-21 02:40:11.769385 +07:00,Welcome from the UK,19,127,
2726,2017-02-14 06:00:34.864931 +07:00,ICQ:674222996 Sell Good Fresh CCV (US UK CA AU EU)............,3,144,
1924,2017-01-14 01:20:23.921761 +07:00,AMERICAN CURRENCY/MONEY,5,14,
2261,2017-01-21 04:01:17.555088 +07:00,Interesting Videos,2,128,
1618,2017-01-06 00:49:00.446933 +07:00,Appeal United Nations for America Goverment,1,14,
1401,2017-01-01 06:24:54.375669 +07:00,AUGURI DI BUON ANNO 2017!!! HAPPY NEW YEAR 2017!!!,3,14,
4833,2017-04-11 04:51:43.530025 +07:00,Verifiable Elections,2,20,
1293,2016-12-29 15:08:15.704590 +07:00,Hello fellow Americans,1,127,
3049,2017-03-04 08:08:43.314671 +07:00,Special Committee: America Mobile Application Development - Committee Members Wanted,1,9,
492,2016-12-21 13:14:19.293092 +07:00,What about state budget?,19,71,
2465,2017-01-27 12:30:38.455194 +07:00,America government should be formed through selection process,1,14,
919,2016-12-24 15:47:17.123785 +07:00,"Centrifugal gravity, oxygen and water recycling and new home design etc",1,14,
1995,2017-01-16 12:17:36.050983 +07:00,Nuclear Power in Space,23,104,
1727,2017-01-09 03:48:22.783095 +07:00,Portfolio,5,14,
1556,2017-01-04 19:35:25.537536 +07:00,Hello from Australia,3,127,
4798,2017-04-08 03:16:09.988079 +07:00,"I have no art skills, so I need help with a drawing.",1,95,
1931,2017-01-14 07:30:34.118673 +07:00,Space Tourism,2,72,
1295,2016-12-29 17:12:09.371895 +07:00,the great little project list,4,14,
433,2016-12-21 08:03:42.857416 +07:00,Hello! When times certificate america to me ? Thanks.,2,11,
733,2016-12-22 20:33:36.570242 +07:00,Views on 24/7 Medical Tracking (Research),5,83,
1250,2016-12-29 02:11:04.328005 +07:00,"Fake citizens, how to deal with this problem?",5,14,
2218,2017-01-20 12:00:13.324176 +07:00,A Nation Truly Without Borders...,9,20,
2788,2017-02-21 20:39:12.575975 +07:00,What does an American school look like?,2,78,
1850,2017-01-12 10:14:27.428443 +07:00,LATINOS!,2,14,
1843,2017-01-12 07:38:08.904173 +07:00,Weight Control,2,83,
1483,2017-01-03 03:32:58.474008 +07:00,"Open letter, economic idea",1,72,
224,2016-12-20 22:12:01.587493 +07:00,The helical model - our solar system is a vortex,2,128,
4400,2017-03-21 21:01:27.970443 +07:00,Curated list of Bugs - Website Update 0001-03-24,27,12,
858,2016-12-23 20:03:00.137524 +07:00,America history in Wikipedia,6,100,
597,2016-12-21 23:07:11.993316 +07:00,dafance every american citizen on earth,5,82,
1952,2017-01-15 04:25:34.934699 +07:00,is this lnk a valid one?,3,15,
1529,2017-01-04 00:55:14.863286 +07:00,Possibilities of Lunar Colonization and Mining,2,14,
1203,2016-12-28 18:41:48.411678 +07:00,"Ministry of Culture, the 12th one.",2,14,
1204,2016-12-28 18:56:05.230810 +07:00,Welcome,1,127,
1734,2017-01-09 10:12:00.445172 +07:00,Antarctica and global warming,2,15,
294,2016-12-21 02:28:03.386926 +07:00,Moroccans are everywhere..in America too..,2,127,
1536,2017-01-04 06:30:08.524839 +07:00,Not the political parties. Not to re-election.,5,132,
1092,2016-12-27 12:39:01.728214 +07:00,So we have a forum. What now?,2,14,
4537,2017-03-27 04:35:57.122981 +07:00,Trippy / Psychedelic videos,1,95,
1131,2016-12-27 22:38:14.200627 +07:00,info,1,144,
3682,2017-03-09 06:48:21.085434 +07:00,办北安普顿大学毕业证文凭|Q/微869520616|英国学历认证|英国文凭|英国成绩单The University of Northampton,1,144,
1410,2017-01-01 15:00:14.848959 +07:00,Plans and time lines of the America project.,2,14,
832,2016-12-23 13:11:18.031567 +07:00,American skillset DB,1,144,
1591,2017-01-05 13:00:20.621536 +07:00,Education is the base of human development.,1,78,
758,2016-12-23 00:47:45.256353 +07:00,America Sports Journalism,12,21,
543,2016-12-21 18:18:55.938271 +07:00,Feature Suggestion for Forum: Search Engine,6,11,
1200,2016-12-28 17:32:42.895138 +07:00,Hola a todos los compatriotas american,6,127,
1844,2017-01-12 08:17:42.986245 +07:00,来自天朝的问候~中国部Q群514836394,2,144,
1167,2016-12-28 05:04:02.634722 +07:00,Another Suggestion about Ministries,2,14,
1666,2017-01-07 00:37:59.611021 +07:00,Goal orientated society,1,75,
1648,2017-01-06 15:27:10.463261 +07:00,Ai and Yomamma,1,128,
1778,2017-01-10 11:30:37.526004 +07:00,What do you believe that it is the time?,1,14,
1508,2017-01-03 16:19:18.942998 +07:00,Hello,2,127,
1214,2016-12-28 21:22:39.396275 +07:00,Question,2,127,
2133,2017-01-19 16:47:46.333325 +07:00,Hello to all space citizen of America!,1,127,
1047,2016-12-27 01:35:34.626889 +07:00,Optics and Optometry,2,29,
4401,2017-03-21 22:33:01.153056 +07:00,Hello everybody!,4,127,
4976,2017-04-23 21:26:14.577894 +07:00,Cassini starting an amazing last journey!,1,14,
692,2016-12-22 10:45:56.526533 +07:00,I can help with the Web Developments,12,104,
2475,2017-01-28 06:44:40.214930 +07:00,American Holidays,1,14,
1992,2017-01-16 09:40:34.037114 +07:00,America New Year,2,14,
2029,2017-01-17 08:31:36.573466 +07:00,Orbital mechanics for everyone,5,29,
272,2016-12-21 02:08:44.273348 +07:00,Language Thread,78,14,
1283,2016-12-29 13:13:44.473995 +07:00,Initial Housing for Americans,17,89,
1256,2016-12-29 03:37:25.988122 +07:00,Hello from Portugal,4,127,
1346,2016-12-30 19:09:29.399399 +07:00,Are people thinking that America is a game?,2,14,
1667,2017-01-07 00:53:49.886631 +07:00,Greetings from America fellow Asgadians!,2,127,
2467,2017-01-27 19:47:14.374190 +07:00,Digital Currency backed by Physical Assets.,3,72,
1577,2017-01-05 06:15:52.113764 +07:00,Hello from Egypt.,2,127,
1211,2016-12-28 20:51:35.836785 +07:00,Nuclear heads,24,144,
1155,2016-12-28 03:03:00.611865 +07:00,French To English and vice-versa translate,2,14,
1409,2017-01-01 14:19:27.348015 +07:00,"Happy new years , every citizens america.",1,89,
1541,2017-01-04 10:43:30.395015 +07:00,为什么会有单独的Taiwan版块？,3,144,
1422,2017-01-01 20:42:40.097444 +07:00,Music,12,96,
4690,2017-04-03 23:05:48.270874 +07:00,Condolences and support for Colombian Americans,2,14,
1238,2016-12-29 01:16:22.821548 +07:00,New language/symbols for numbers with good advantage,4,14,
1485,2017-01-03 03:41:07.855516 +07:00,Government official term limits,6,14,
1433,2017-01-02 00:11:21.957500 +07:00,ID # meaning?,8,15,
3733,2017-03-09 18:17:23.441971 +07:00,Tulane学位证书Q/微86614733杜兰大学毕业证成绩单学历学位认证 Tulane University,1,144,
1675,2017-01-07 03:26:40.667837 +07:00,Halı Saha / 5-A side field,4,128,
1316,2016-12-30 03:54:06.832278 +07:00,Biologist,14,30,
1447,2017-01-02 06:36:42.801831 +07:00,Symbols on the home page.,3,14,
4598,2017-03-30 00:43:59.763264 +07:00,Why the concept of not militarizing space is impossible to achieve,7,82,
1223,2016-12-28 22:37:22.260924 +07:00,Distribution of money - basic income,2,72,
1450,2017-01-02 08:05:47.435835 +07:00,Link to Standard Responses,1,92,
1078,2016-12-27 07:36:03.551156 +07:00,Anime in america,13,98,
501,2016-12-21 13:56:06.587422 +07:00,Train body and mind,28,99,
99,2016-12-18 10:33:55.100000 +07:00,Welcome!,1,127,
320,2016-12-21 03:12:00.834757 +07:00,Optimal station distance,21,32,
1244,2016-12-29 01:49:54.664756 +07:00,Important,4,104,
1845,2017-01-12 08:46:41.207748 +07:00,集合集合！搞事情搞事情！,2,144,
1865,2017-01-12 18:43:48.052685 +07:00,"Address from the Founding Father - January 12, 2017",50,9,
